Area;Perimeter;Major_Axis_Length;Minor_Axis_Length;Eccentricity;Convex_Area;Extent;Class
13839;4815880127;2013427887;8888829803;897272348;14165;716935217;Cammeo
13852;4902789917;2139856873;8296648407;921777308;14158;728324294;Cammeo
14935;4892340088;2024066467;9464573669;883939147;15251;609044909;Cammeo
13576;4750499878;2009994202;8654899597;902546108;13888;583286762;Cammeo
13998;4863760071;2042037964;8851287842;901175857;14401;546882331;Cammeo
14469;4844670105;204249176;9072005463;895945728;14701;658729792;Cammeo
14686;5036900024;2122586823;8978369141;906133473;15003;552146792;Cammeo
15269;4966889954;2104518127;92709198;897740543;15474;806688488;Cammeo
12993;4662390137;1990335236;8348303986;907782078;13230;786644042;Cammeo
13414;4802879944;1994829102;8684285736;90026623;13933;555054426;Cammeo
15035;5061520081;2169353027;8938923645;911159039;15432;609296501;Cammeo
13034;474368988;2039958496;81980896;915694416;13316;615740716;Cammeo
13315;4762030029;2051886139;830610199;914403796;13510;551574171;Cammeo
13620;4798770142;20339711;8637573242;905350327;13987;635765314;Cammeo
14734;4987070007;2110009613;9011148071;904220164;15171;784599841;Cammeo
14652;4993359985;2125039368;8875134277;908609986;15039;767924547;Cammeo
14295;4842269897;2027705688;9139711761;892654479;14528;551823974;Cammeo
12655;4599049988;1929947968;849026947;898035884;12959;645334005;Cammeo
13444;4745929871;1979504242;8763919067;896653473;13881;656605601;Cammeo
14115;4904079895;207959549;8742121124;907350004;14580;570579648;Cammeo
15192;4948890076;2087244873;9338067627;894340336;15410;626474202;Cammeo
11128;4414330139;1844109802;7925365448;902940094;11403;55810219;Cammeo
15144;5059129944;2123688812;9202203369;901243865;15609;609514594;Cammeo
14516;4927860107;2097601318;8951319885;904374003;14836;733575881;Cammeo
13470;4711879883;2005023499;867831955;901476145;13729;582108915;Cammeo
14617;4954500122;2073158875;9070746613;899202526;14950;637906969;Cammeo
14359;5060889893;223260849;8248140717;929254711;14698;537870824;Cammeo
14204;4894450073;2118838806;8594508362;914040267;14487;686084151;Cammeo
14440;498118988;2102735291;8898815155;906035423;14918;776302338;Cammeo
13921;4863880005;2031841736;8883795929;899350345;14334;580186725;Cammeo
14054;4867650146;2075825043;8713072968;907644272;14343;789461851;Cammeo
13039;476697998;1988969269;8553027344;902817905;13383;551798582;Cammeo
13350;466618988;1965089722;8716155243;896249652;13562;799209774;Cammeo
14850;4984429932;2137612762;8898867035;90922761;15071;696496427;Cammeo
11836;4563789978;2018695984;7545857239;927509904;12084;753213704;Cammeo
13333;4723840027;2009385681;8517280579;90572077;13585;680255115;Cammeo
13062;4674639893;1978024292;8539855194;901999712;13272;624080241;Cammeo
12886;4639030151;1938765869;8547773743;897562444;13196;595251322;Cammeo
13437;4761130066;2028204803;8511241913;907688737;13700;78413868;Cammeo
11963;4484259949;1910770569;8081423187;906157434;12205;755908012;Cammeo
12213;4591669922;1955865479;806401062;911048651;12571;543403804;Cammeo
13970;4818840027;20147258;8949721527;895920038;14310;567886174;Cammeo
14511;5102850037;2163464966;8713011169;915317059;14957;529985368;Cammeo
14055;4887489929;2077517548;8725032806;907536149;14484;550076306;Cammeo
16188;5268759766;2240419159;9317562103;909417331;16605;663007855;Cammeo
13064;4698359985;1995599823;8436461639;906244874;13382;656416416;Cammeo
14161;4886870117;2065074615;8796766663;904733479;14428;593951821;Cammeo
13806;4940320129;2123868866;8393067169;918604493;14247;533627093;Cammeo
13623;4935679932;211730484;8292393494;920114875;14065;52655381;Cammeo
15238;5061149902;2183603973;8961968994;911896169;15529;547224045;Cammeo
13688;4813139954;2043088379;863780365;906231582;14024;789388716;Cammeo
14520;4960209961;208425705;907463913;90024209;14930;590964615;Cammeo
13263;4801910095;2055758667;8313744354;914576709;13517;680572689;Cammeo
16602;5283530273;2244154205;9547276306;904991925;16900;565482497;Cammeo
14525;4872160034;206450119;9084385681;897983968;14798;593341529;Cammeo
12344;4668420105;2041087799;7781432343;924476326;12596;721280813;Cammeo
14002;4905700073;2093342743;861463089;911398411;14336;656908274;Cammeo
12267;4540249939;1906735992;8301828766;900239646;12673;651668072;Cammeo
15093;5093049927;2144281158;9088327789;905736923;15497;572615504;Cammeo
12789;4543890076;1836245575;8972113037;872501254;13114;695054352;Cammeo
12767;4638420105;1961930389;8397356415;903771639;13104;606220305;Cammeo
12079;4459949951;1906735992;8113324738;904954433;12462;642670929;Cammeo
14868;5104339905;219333786;8803911591;915905774;15190;796699166;Cammeo
14531;4929580078;2076246033;9052266693;899950564;14913;571254492;Cammeo
13657;481618988;2070131531;8451869202;912858129;13872;567339659;Cammeo
12692;4651719971;1932073212;852905426;897287965;13118;714800656;Cammeo
12465;4626159973;1964457397;8209127045;908501029;12794;730142951;Cammeo
15032;5006090088;2099165344;9192539215;899016857;15397;71892488;Cammeo
13493;4805289917;2055730591;8468375397;911211014;13843;796893477;Cammeo
14729;4969389954;2095204163;9088716125;901015639;15131;612076104;Cammeo
14242;4957390137;2106809235;8742848969;909830272;14549;640954077;Cammeo
13215;4796099854;2078880005;8167606354;919587672;13462;536671519;Cammeo
15568;5194559937;2222280884;9081752777;91268307;15984;78270489;Cammeo
11332;4492600098;1947819214;7536934662;922103941;11671;673681736;Cammeo
13198;4684559937;2004911499;8469168854;906399727;13455;731921017;Cammeo
12442;4595350037;1875088501;8718730164;88532275;12941;587579668;Cammeo
14509;4960660095;2111375732;8872329712;907424331;14836;558296144;Cammeo
16051;5161740112;214877182;9684510803;892675579;16479;679637551;Cammeo
14132;482368988;2052006683;8829636383;902689397;14341;586098194;Cammeo
14806;4986319885;2143899384;8897662354;909811199;15078;78338623;Cammeo
13662;4763529968;2041856537;8561482239;907848239;13894;674167275;Cammeo
16500;5233460083;2197241364;9714173126;896961987;16880;630637527;Cammeo
11702;4327739868;1777246094;8466332245;879242897;11975;597162664;Cammeo
13050;4675220032;1948988495;8694762421;894974828;13389;619775832;Cammeo
15154;5049299927;2112330933;9250810242;899002671;15598;575060725;Cammeo
14340;4778959961;1964750671;9425778961;877408326;14700;608142495;Cammeo
13451;4855589905;2059496613;843160553;91235441;13862;59995538;Cammeo
13959;4772630005;2004944;8945983887;894935191;14242;715736032;Cammeo
13491;4753450012;1986623383;8765083313;89740628;13812;698834479;Cammeo
13621;4787529907;2000433197;8805669403;897905588;14068;624587297;Cammeo
16413;5101099854;2105551147;1001218948;879708171;16665;599890351;Cammeo
13924;4985620117;2120615692;8491075134;916337788;14444;547499239;Cammeo
13289;4673150024;1948841858;8781411743;892727792;13628;695395052;Cammeo
14403;4910599976;2076805725;898433609;901584208;14708;59689182;Cammeo
13764;4794790039;1992956848;8999370575;892241418;14167;777144134;Cammeo
14972;5018659973;2088384247;9289321136;895625472;15476;727078497;Cammeo
15135;5064349976;2087226563;9381930542;893284023;15656;574514151;Cammeo
13484;468868988;1954233856;8878388977;890840828;13786;724012017;Cammeo
11815;4566029968;2001107025;7579281616;925497234;12108;733759761;Cammeo
14434;4882869873;2016492462;9253371429;888495922;14826;707757175;Cammeo
15389;5213040161;2269609985;8738693237;922903836;15753;574645281;Cammeo
14434;477618988;2003898773;9238155365;887395442;14660;783434629;Cammeo
13933;4839320068;2072059326;8629931641;90914005;14238;588386834;Cammeo
14404;4864840088;2067757568;8947426605;901532412;14658;794571936;Cammeo
14038;4966119995;2115649872;8605249023;913542807;14389;540172398;Cammeo
14759;4832669983;2039658661;9255145264;891124189;15002;785053194;Cammeo
13429;4913770142;208908783;8384211731;91593194;13837;533066034;Cammeo
14560;4939289856;2095088348;8921788788;904797018;14971;631697714;Cammeo
14623;4993129883;2082283783;9147314453;8983441;15085;583566129;Cammeo
14461;4835660095;2023530579;9165203857;891545415;14718;74541235;Cammeo
15126;5001140137;2091668091;9381420898;89377588;15496;706030607;Cammeo
15594;5156610107;2165342712;9327998352;902454019;16029;666666687;Cammeo
13887;4831679993;2034208527;8811791229;901307285;14240;684392095;Cammeo
15241;5110610046;2153691711;912743454;905753851;15604;543234944;Cammeo
14101;4793160095;1990871429;9098012543;889473677;14383;619687974;Cammeo
15026;5044719849;2124759827;9113345337;903346419;15285;722403824;Cammeo
13467;4782470093;2047185059;8514571381;909403026;13732;547773004;Cammeo
13871;49657901;2125708008;8377423859;919067383;14344;527815819;Cammeo
15830;5162319946;2208192444;9234398651;908360422;16074;701435685;Cammeo
14621;5018250122;2109164886;8962992859;905214667;15175;689084768;Cammeo
13855;4878309937;2071084442;8602370453;909659028;14214;551552534;Cammeo
11783;453105011;1926842957;7917370605;911681056;12102;670440972;Cammeo
11739;448605011;1876857605;808497467;902460873;12118;547017694;Cammeo
11538;4468569946;1896852875;7897428894;909207284;11852;57994473;Cammeo
13244;4619389954;1941837616;878210144;891887546;13476;7112782;Cammeo
13820;4899419861;2070041046;8623710632;909091711;14195;639400363;Cammeo
12950;4648869934;1944283905;8582198334;897307217;13288;600203931;Cammeo
15600;5028429871;2052755127;9905281067;875876188;16130;721420646;Cammeo
13121;4759100037;2026862335;8313021851;912021518;13439;571970344;Cammeo
14586;4895440063;2065986938;9126046753;897148907;14897;795571089;Cammeo
13450;4653980103;1933749695;8950689697;886427701;13661;615786076;Cammeo
14251;4920320129;2028476105;9100605011;893711329;14658;560379088;Cammeo
15161;4987909851;2082520447;9386026001;892672896;15541;640569568;Cammeo
13476;4782829895;1990232697;8792966461;897110641;13931;599173009;Cammeo
14423;5070820007;2215334778;8390892029;92549324;14703;542218029;Cammeo
13580;4643569946;1903806305;9137226868;877298474;13781;62730968;Cammeo
12974;4692730103;1976331635;847321167;903430641;13219;686455011;Cammeo
11995;4774110107;2164877472;7077008057;945058584;12168;666055858;Cammeo
14244;4880660095;1998998871;9231539917;886979818;14691;616329908;Cammeo
12844;4548370056;1919801788;8541941833;89556098;13043;617886186;Cammeo
13424;4811749878;1959000244;8930523682;890045583;13950;658555746;Cammeo
14035;4806289978;1991483917;914108963;888431609;14422;716290712;Cammeo
14162;4802529907;2028959198;8948752594;897481859;14414;584024072;Cammeo
14143;4819079895;1999907227;9109355927;890241444;14450;584228337;Cammeo
14272;4877030029;2077987366;8806716156;905751169;14510;583006561;Cammeo
14205;4873510132;2043322449;8963425446;89864862;14637;773692787;Cammeo
13226;4801570129;2027484131;8434415436;909362793;13617;707045853;Cammeo
14399;4923389893;2101399078;8810236359;907868147;14636;549181879;Cammeo
14561;4935299988;2086929626;8970529175;902903438;14986;772057235;Cammeo
12968;4693410034;1999050293;8303522491;909651041;13243;641250074;Cammeo
12029;4417399902;1817962799;8541960144;88273859;12275;596558213;Cammeo
13450;4709760132;2006081696;8592671967;903621852;13728;563752174;Cammeo
15809;5214970093;2245216522;906051178;914958775;16150;564607143;Cammeo
13205;4756000061;1975489655;8634487915;899422169;13607;691107988;Cammeo
14031;4942650146;2137095184;8446609497;918578804;14265;738862574;Cammeo
15811;5143779907;218731369;9316437531;904755831;16135;818671346;Cammeo
14693;4845629883;1996199951;9480760956;880017936;15034;609162509;Cammeo
15209;5176879883;2212523956;8917511749;915179253;15653;635296583;Cammeo
13468;4753980103;1997535858;870446701;900062799;13817;570074081;Cammeo
16505;5162210083;2128531036;9969015503;883542001;16820;588413537;Cammeo
12422;482197998;209213623;7683703613;930115998;12783;498075366;Cammeo
14316;4889859924;2044242706;9014910126;897511899;14731;564177334;Cammeo
14839;5040840149;2113695984;9134764099;901792049;15274;626382411;Cammeo
13269;4706350098;1973840942;864286499;899038136;13626;566325247;Cammeo
13913;4744519958;1991174316;8971703339;892739356;14164;673101127;Cammeo
12411;4660280151;2045133972;7829598236;923814535;12707;530565977;Cammeo
12602;4659169922;1944551392;8483200836;899823129;13039;650258005;Cammeo
12820;4673529968;1973374023;8397206879;904946506;13104;556834459;Cammeo
15087;510605011;2181743469;8915250397;912700295;15506;549497366;Cammeo
11161;4338299866;1820749054;7895067596;901097536;11490;611226737;Cammeo
16037;5239140015;2230234375;9254743958;909836292;16404;801048934;Cammeo
15809;5172329712;2224206696;9156285858;911335111;16025;556890249;Cammeo
11803;4638089905;2016506958;7642430878;925399303;12138;549487889;Cammeo
14620;4939440002;2122660522;8877167511;908350587;14931;724192619;Cammeo
15936;5227670288;2246175079;9112374115;914013386;16298;609081209;Cammeo
15557;5145369873;214075119;9385389709;898772299;15942;695564687;Cammeo
15042;5047200012;2145212097;9020870972;907287061;15375;695616007;Cammeo
12861;4558659973;1918227539;8629828644;893086195;13058;58672446;Cammeo
13877;4896229858;2051451263;8693637085;905765235;14176;563807726;Cammeo
13503;477243988;2011717072;8736241913;900783777;13743;563188195;Cammeo
14254;4912609863;2077671814;8861370087;904485285;14607;569613159;Cammeo
14061;4707489929;1902900085;9500540161;866448581;14347;618011594;Cammeo
15311;5079949951;215141449;9161975098;904789925;15690;704407454;Cammeo
14227;4905039978;2064913177;8869171906;90305835;14529;687128723;Cammeo
13867;4946530151;2131222382;8420591736;918635488;14200;533592403;Cammeo
13639;4824150085;2007362213;8773310089;89943397;14042;730295539;Cammeo
14998;4969039917;2159502716;8939608765;910292327;15279;824836373;Cammeo
16005;5188930054;2212155304;9313295746;90705806;16343;551041484;Cammeo
12536;4751459961;2057659454;7826070404;924847364;12798;694900215;Cammeo
14268;4856340027;2022508545;9105271149;892929316;14586;616994619;Cammeo
15290;5010570068;2093677521;9417389679;893128633;15582;757831097;Cammeo
15373;5222109985;2294937286;8634156799;926527798;15757;671603322;Cammeo
15609;4926629944;2022301636;9901204681;871946752;15884;681020916;Cammeo
15256;4957709961;2096213226;9342301941;895194769;15449;574982107;Cammeo
16625;5359890137;2297935944;930896225;914271951;16951;654141247;Cammeo
14817;5026440125;2145908508;8905412292;909823716;15275;797985792;Cammeo
14198;4859030151;2051043549;8931971741;900196314;14414;565837741;Cammeo
14825;4999400024;2102712097;9182390594;899610758;15274;774717808;Cammeo
14470;4897860107;2073626556;8981264496;901336908;14724;619620621;Cammeo
12279;462006012;1978462524;8054206085;913386166;12619;636943638;Cammeo
14828;494256012;2096626892;9079800415;901361704;15038;570922554;Cammeo
13858;475368988;2014420319;8792324829;899719179;14083;7785393;Cammeo
17437;5368989868;2302574615;9731147766;906306863;17650;759153664;Cammeo
15265;505098999;2114430084;9312213898;897795558;15639;741307318;Cammeo
14953;5037520142;2171036835;8861492157;912906528;15229;72313571;Cammeo
12243;4496239929;1910789948;8263934326;90163976;12464;799725652;Cammeo
16453;5238740234;2223121948;961785202;901572466;16803;754724741;Cammeo
16386;5150969849;208953125;1007425766;876099646;16813;607563972;Cammeo
14204;4821700134;2010738831;910908432;89149946;14523;616011798;Cammeo
13589;4838840027;2053547516;854103241;909403026;13883;545742989;Cammeo
14439;492553009;2118521423;8743466949;910859942;14614;572794378;Cammeo
13982;4953410034;2141675568;8477728271;91831708;14298;781466603;Cammeo
14410;4776619873;1971763763;9366033936;879981518;14645;657270551;Cammeo
12244;4552749939;1925073853;8142861938;906134546;12480;575240791;Cammeo
14070;4842160034;2032800446;890918808;898842573;14448;567338705;Cammeo
14687;4983909912;2105804443;9029588318;903401732;14977;566103935;Cammeo
11735;4535180054;1941048431;7801987457;915662885;11956;71533072;Cammeo
12835;4815029907;2125375366;7745262146;931235254;13055;511946082;Cammeo
14853;4885610046;2015631256;9547245026;880707622;15224;678529024;Cammeo
15061;4973590088;2076504211;9305584717;893964887;15327;716780901;Cammeo
13385;4608250122;1926461487;8971348572;884947598;13595;612754047;Cammeo
12555;4445799866;1848253326;8736722565;881222546;12773;652207792;Cammeo
16067;5264249878;2289422607;9014622498;919217169;16370;555855393;Cammeo
15105;5032919922;2155826721;8979667664;909121931;15327;60047704;Cammeo
13434;455822998;1841703339;9338285065;861918986;13686;635838687;Cammeo
14961;5029089966;2151925049;8923142242;909977078;15218;675318241;Cammeo
12429;4696080017;2024146729;7888986969;920923293;12714;556854844;Cammeo
13002;4601270142;1914242096;8777463531;888676524;13325;67945236;Cammeo
15147;5100159912;2131561737;9169268799;902749479;15719;588735998;Cammeo
15055;508276001;2189765167;884911499;91470927;15361;686220884;Cammeo
13540;4585299988;1891114044;9239390564;872525454;13710;799952745;Cammeo
11962;4494419861;192088913;8096472931;906830192;12171;538901627;Cammeo
12692;4431430054;1829328308;8895259857;873815119;12849;638237953;Cammeo
11859;4448009949;1835527649;8357420349;890330791;12213;763127387;Cammeo
13627;4769890137;201194519;8695225525;901787341;13926;780559063;Cammeo
13982;4797850037;2045423889;8827964783;902067065;14221;772913218;Cammeo
14870;5065610046;2149312286;894002533;909388304;15202;579727113;Cammeo
14263;4907510071;2037784424;902658844;89654094;14779;731548429;Cammeo
13954;4812879944;2047774506;8750462341;904102445;14277;581126094;Cammeo
13425;477197998;1997563629;8664096832;901041329;13784;611673057;Cammeo
14057;4631419983;1897926025;9508885193;865438879;14259;626119077;Cammeo
17198;5209920044;2099702148;1056705856;864132345;17586;606160998;Cammeo
14675;4939289856;1992336273;9568336487;877127767;15317;6168558;Cammeo
12291;4409570007;1861877747;8468074036;890586615;12476;730172873;Cammeo
15072;4875849915;2024947357;9535527039;88218528;15267;790558636;Cammeo
16390;502678009;2070486603;1015171432;8715505;16635;714503706;Cammeo
13142;464651001;1947449951;8658729553;895719886;13406;661332548;Cammeo
12759;4636409912;2009574585;8120908356;914710045;12993;778937757;Cammeo
16944;5431259766;2361252136;9268103027;919748604;17189;651943028;Cammeo
15510;5073190002;2159548187;9247437286;903678477;15862;599536121;Cammeo
12859;4450100098;1843051758;8947380829;874255776;13030;710442007;Cammeo
14470;4862600098;2083336639;8934396362;903375566;14657;576539934;Cammeo
17079;5204500122;2161599884;1017624969;882253826;17418;794372082;Cammeo
13858;4759570007;2058739014;8604458618;908470929;14042;651221812;Cammeo
12324;4491520081;1903924866;8320513916;899452269;12595;767133534;Cammeo
17263;5203029785;2150044098;103367218;876847923;17565;661874115;Cammeo
16079;5227589722;2234059143;9264324951;909964681;16392;64172256;Cammeo
14806;4819119873;1982439117;9578669739;875523269;15162;701041639;Cammeo
14957;5051170044;2130456238;9070896912;904830217;15347;65411526;Cammeo
15460;5070769958;2135723267;9355609894;898948908;15819;582209826;Cammeo
12716;4441080017;1868963928;8727814484;88426429;12872;747384489;Cammeo
16798;5290770264;2227966309;976834259;898759425;17173;638173401;Cammeo
14015;475723999;19532164;9248479462;88079381;14492;748624563;Cammeo
14927;5020180054;2120285492;9081613922;903626978;15392;594985664;Cammeo
15158;5137260132;2188200073;8937168884;91279161;15591;701759279;Cammeo
14676;481631012;2024020691;9294723511;888322175;14936;650531888;Cammeo
15094;5139240112;2247196503;8643656158;923065901;15292;79417026;Cammeo
18913;5417459717;2271354828;1069483566;88220948;19099;804124177;Cammeo
14013;4808309937;1918450775;9487568665;869153023;14622;625915647;Cammeo
16176;5229910278;2219273987;9398418427;905900478;16639;602345943;Cammeo
15904;5110220032;2143505554;9621209717;893605113;16248;71785152;Cammeo
16580;5300949707;2264449463;9447407532;908812165;16928;596188426;Cammeo
15915;5281569824;2315944824;8857102203;923980296;16251;813026845;Cammeo
15007;5003070068;2107177582;9217046356;899261236;15431;580766261;Cammeo
14892;4863349915;2030691833;9412496185;886090755;15111;792127669;Cammeo
12239;4735140076;2080478973;7560643768;931629777;12622;517199099;Cammeo
17335;5440930176;239010498;9299298096;921206117;17526;821097016;Cammeo
16788;5334879761;2301293335;9376287842;913233936;17041;572676122;Cammeo
14968;5148010254;220223999;8773534393;917215526;15438;740916729;Cammeo
17425;5418029785;2320575562;9644174194;90955019;17758;703955054;Cammeo
16570;5191229858;2210144806;9622779083;900241315;16757;592335761;Cammeo
13352;5144869995;2324802094;73986763;948006928;13585;592816234;Cammeo
14824;51321698;220160202;8680725098;918985546;15150;568361342;Cammeo
15786;5008609924;2054672394;9881665039;876755536;16127;610913336;Cammeo
14571;4894330139;2067878876;9045136261;899261534;14839;605510294;Cammeo
14601;4762260132;1926065369;9793213654;861087382;14815;627837956;Cammeo
15581;5173319702;2219593811;9030760956;91348809;15901;554089606;Cammeo
12930;4740780029;2053563385;8071208191;919523835;13181;74063468;Cammeo
16505;5068959961;2073458405;103244194;867215872;16782;778170645;Cammeo
16006;5281760254;2226719055;9309613037;908407211;16466;611850142;Cammeo
14477;4994700012;2171054688;8579216766;918610811;14726;575511813;Cammeo
15071;4941350098;2005948334;9739328766;874224246;15575;689212084;Cammeo
14181;4852449951;2068582764;8794334412;905128479;14423;647830069;Cammeo
13680;4730859985;1949403839;9122505188;883747637;14077;779487193;Cammeo
15551;5157839966;2150897369;9375079346;900010467;15908;56565547;Cammeo
16865;5177470093;2104794464;1038049393;869925439;17234;65020436;Cammeo
16258;5333410034;2291129913;9112013245;91751194;16705;570816636;Cammeo
15133;5032189941;2165750275;8947614288;910666823;15359;592614353;Cammeo
15742;4999819946;2093941956;9645911407;887577713;15950;756608665;Cammeo
12181;4569379883;1948551636;8028486633;911173344;12489;584893882;Cammeo
16679;528552002;2227795868;9664006805;901012897;17006;569171429;Cammeo
16862;5194710083;2196599579;9839157104;894070268;17104;612273037;Cammeo
13013;4709559937;1976946411;8480590057;903316736;13376;575643659;Cammeo
15042;5022139893;2120943756;9129269409;902621925;15416;702109754;Cammeo
15486;4926940002;2043721313;976780014;878391445;15688;601164579;Cammeo
13109;4849930115;204728302;8284823608;914461017;13497;525116146;Cammeo
14759;4938039856;2077845764;9168565369;897382557;15106;705868304;Cammeo
11396;4462829895;1922324066;7652645874;917344868;11692;645153999;Cammeo
14324;4872529907;1959451447;9484135437;875056982;14822;757402718;Cammeo
14850;5002980042;2130778961;893513031;907830954;15124;580214083;Cammeo
13909;4756180115;1996072693;8994419861;892723024;14241;727876902;Cammeo
15454;5008970032;2085415955;9532327271;889418006;15773;583433986;Cammeo
14938;5026870117;2096447296;9203596497;898482561;15331;635200083;Cammeo
11966;4568460083;1942702637;7935068512;912778378;12337;574597836;Cammeo
15644;5011140137;2103576202;9527698517;891546786;15858;787912369;Cammeo
15552;4929819946;1982062683;1016440125;858496547;15936;627451003;Cammeo
15807;5135109863;2192963257;9229656982;907118201;16078;780978262;Cammeo
13824;4916199951;2063890228;8685488129;907139122;14268;633866727;Cammeo
13282;4702579956;19971138;8510118103;904666245;13513;671622157;Cammeo
14332;4971409912;206546814;9075944519;898284912;14830;566571772;Cammeo
13779;4819760132;2004785767;8884671021;896436095;14192;571980059;Cammeo
13644;473178009;2002905121;8784367371;898691535;13859;676785707;Cammeo
13809;4890220032;2138255463;8249403381;92258215;14070;805753291;Cammeo
13726;4842470093;209703064;8388441467;916508496;13969;555596054;Cammeo
14266;4864779968;2077260437;8809992218;905607939;14485;603851855;Cammeo
13200;4778510132;2025969543;8368836975;910695612;13585;641399443;Cammeo
16146;5093320007;2136200256;9664880371;891798258;16404;5967623;Cammeo
12820;45917099;1937050934;8483408356;898997009;13002;59616816;Cammeo
12575;4567529907;1886798553;8598197174;890131891;12936;739271045;Cammeo
14057;483480011;2015748138;8990643311;895022869;14388;567272007;Cammeo
14305;4901820068;2068847198;8867579651;903482914;14695;654182076;Cammeo
12626;4552969971;1886578827;8660137939;888415992;12911;733899117;Cammeo
15655;4889030151;1995566864;101026207;862384856;15880;633754373;Cammeo
11797;4519599915;1955936584;7740120697;918369234;11988;570151269;Cammeo
15199;4895440063;2053157349;9480870056;886999547;15419;763999224;Cammeo
12921;4771210022;1977001495;8482759094;903270304;13557;723946631;Cammeo
13724;468571991;1918715973;9248851013;876152873;14048;740716755;Cammeo
13520;4715289917;1953061523;8944055939;888977647;13950;570127368;Cammeo
14261;4963590088;2088519745;8824221039;906357884;14763;695658565;Cammeo
13567;4810950012;206628418;8400917053;913619101;13818;601107657;Cammeo
14850;4992070007;2101336365;9114337158;901038051;15327;589005232;Cammeo
15522;5072420044;2136819305;9490153503;895964742;15782;77890408;Cammeo
13241;4669899902;19354422;8805834961;890502691;13577;57765466;Cammeo
16063;5207449951;2179138184;9520046997;899523616;16561;556757152;Cammeo
13494;4794460144;2030273438;8575126648;906426728;13842;772940755;Cammeo
15569;5047539978;2145067749;9319715881;90068543;15815;773038745;Cammeo
13621;4775429993;2009577179;8728850555;90073812;13956;79589808;Cammeo
13875;4908380127;2071322327;8732526398;906785667;14243;575630605;Cammeo
14265;480927002;200188446;9148053741;889481008;14627;754562259;Cammeo
12612;4635950012;1976829376;8237692261;909038424;12919;584051132;Cammeo
13268;4734339905;2007008362;847003479;906585157;13562;716221333;Cammeo
14910;5116000061;2216122894;8621698761;921219051;15215;699638665;Cammeo
14146;5043559875;2140628815;857449646;916270673;14716;625265181;Cammeo
13568;4846480103;2080720978;8369619751;915531576;13962;787921011;Cammeo
14212;4849460144;2050032349;896155014;899392545;14502;752196491;Cammeo
14458;4750440063;1969861145;9399989319;878799915;14669;601890028;Cammeo
12734;4706140137;2044029083;8016529846;919883132;12982;714590371;Cammeo
14753;4895360107;2074660034;9200662994;896285236;14984;804679811;Cammeo
13901;478848999;2004419098;8934198761;895169914;14232;568548083;Cammeo
14819;4966229858;2059913483;928265686;892709136;15194;726421595;Cammeo
12006;4676409912;207447998;7446878815;933346927;12237;548745394;Cammeo
15344;5017999878;212422699;9296140289;899157763;15604;794202924;Cammeo
12450;4562210083;191142868;8421341705;897714138;12740;572150707;Cammeo
12817;460552002;1911878815;86313591;892291605;13132;602330923;Cammeo
14908;4994689941;2091194763;9206287384;897879899;15324;763338447;Cammeo
14980;5038169861;2141865082;8989457703;907661796;15361;735395193;Cammeo
15213;4954169922;2062999725;9453257751;888834298;15516;701350808;Cammeo
12899;4722630005;2055205536;8043336487;920235932;13107;585918665;Cammeo
13263;4878909912;2144280396;7964109802;928468287;13491;674447;Cammeo
13988;4914890137;2083646393;8678496552;909133315;14427;613105416;Cammeo
13181;4703890076;1994720764;8490553284;904887319;13429;73435849;Cammeo
12220;4656860046;2001741638;7904184723;918738961;12588;57438308;Cammeo
13834;4802739868;2027702789;8772439575;90157181;14151;728105247;Cammeo
16249;5127919922;2157268524;9696568298;893288553;16493;737183571;Cammeo
11993;4445650024;1871829071;8264057159;89726305;12276;587373912;Cammeo
14313;4829750061;2047200775;897869873;898690104;14622;573299706;Cammeo
14563;496776001;2061271515;9153044128;896002769;15116;591054857;Cammeo
14176;5131489868;2200369873;8343087006;925328076;14675;543787658;Cammeo
14041;4916610107;2128569336;8456730652;917690337;14289;786610663;Cammeo
13022;4670769958;1947540894;8667639923;895502925;13355;596245408;Cammeo
12796;4712090149;2039296265;8033000946;919148862;13022;684058607;Cammeo
13811;4822980042;2067147522;8573661804;909931719;14000;55593127;Cammeo
13053;4809509888;2059524231;8165559387;918044269;13478;683582067;Cammeo
12879;4691329956;2007955017;8204309082;912717879;13132;769125104;Cammeo
14768;4998770142;2105588074;9047418213;902978361;15158;583116174;Cammeo
12040;4410230103;1827528076;8515114594;884818316;12372;747408271;Cammeo
13023;480447998;205312088;8203385162;91670841;13444;632430077;Cammeo
14712;4960360107;2127399292;8909264374;908084631;14925;733948588;Cammeo
11353;4314790039;1820024109;8006295776;898046494;11579;71663934;Cammeo
15534;5219299927;2215856628;905549469;912683189;16187;708344758;Cammeo
13337;4686210022;1967711945;8731040955;896167755;13598;69441843;Cammeo
10951;4326119995;1820443115;7821557617;902994871;11242;547112286;Cammeo
12590;4611369934;1955348816;8296224213;90552938;12915;676009476;Cammeo
12932;4566549988;1913286285;8672583771;891367137;13098;663043499;Cammeo
11941;4526019897;1960300446;786872406;915901124;12131;651339114;Cammeo
13665;4725159912;19954422;8768463898;898279488;13944;711422324;Cammeo
14272;49145401;2105023193;8793792725;908560753;14545;80337745;Cammeo
14874;4875039978;2049133911;9288920593;89135313;15065;614475727;Cammeo
14418;480322998;1991184387;93311203;88339901;14780;758522749;Cammeo
12434;4548930054;193157959;828585968;903319657;12652;703678548;Cammeo
13328;4893859863;217285614;7870890808;932085991;13530;757444859;Cammeo
12104;4417749939;1824621277;8551346588;88337642;12378;739130437;Cammeo
